youtube_url,title,description,caption,caption_lang,publish_date,rating,channel_id,channel_url,thumbnail_url,channel_name,views,keywords,duration,video_path,video_id
https://www.youtube.com/shorts/HsXS1Qt11cU,ШОК 🤯 Это все торты/ Realistic cakes 🤪,,,,2024-04-26 08:57:06-07:00,,UCws29TBL5Bg2UQdtRwk6u3Q,https://www.youtube.com/channel/UCws29TBL5Bg2UQdtRwk6u3Q,https://i.ytimg.com/vi/HsXS1Qt11cU/sddefault.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYfyBPKBgwDw==&rs=AOn4CLDzvnxPhJAzCCc3EQK0DDBg3jai1A,Osmanova’s cake,168775307,[],35.24,demo/videos_full_slow/HsXS1Qt11cU.mp4,HsXS1Qt11cU
